group,1,2,3,4
het_black_female,10.4713647912247,19.1193574868842,23.8793838461912,32.383634495324
het_black_male,9.63325321811945,17.487136727901,22.4276614920058,30.0532852734559
het_hisp_female,10.3555128903068,19.2308248257404,24.5560583156173,32.3448942655632
het_hisp_male,9.22224815920303,15.8224452267614,20.4450483002609,28.7210713998337
het_white_female,11.7898261225516,20.2113829314077,25.4135786475419,32.5061394592908
het_white_male,10.6301458127346,18.2550403063879,23.4520787991171,31.0845613046132
idu_black_female,7.34107135456073,18.0582372087435,22.8012814282325,30.6885816124058
idu_black_male,8.30662386291807,16.9705627484771,21.7726887401085,29.5541819706647
idu_hisp_female,10.4257150845249,18.8785047003547,23.3023010668123,31.0354528679479
idu_hisp_male,8.72885676923777,17.8549281123018,22.6803811546476,28.9447746941464
idu_white_female,10.4257150845249,18.8785047003547,23.3023010668123,31.0354528679479
idu_white_male,10.3874824041508,18.5202591774521,23.6431808350738,31.5134888159466
msm_black_male,10.7133031879023,19.491664346992,24.3736535338927,31.984371183439
msm_hisp_male,11.8700901785019,19.7357543559906,24.3926218353009,30.9095444354272
msm_white_male,12.7279220613579,20.6185589322503,24.9474443814819,32.0721840324096

0f486d9d01eafbcaf99f7521ccc19c26239ec98a
