(Intercept),time_out_of_naaccord,sqrtcd4_exit
0.0144398450688725,-0.0017253773821925532,-5.008171174203559e-4
-0.0017253773821925532,0.001012215489764922,-1.109799395318388e-5
-5.008171174203559e-4,-1.109799395318388e-5,2.6040308755264612e-5

986dcfcacb8110b066aef937016538f01c1634bc
