group,...1,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18
het_black_male,0.15042712190998694,-0.011222420022433783,0.029738736595380632,-0.034797722195651505,0.006031984648904044,-0.036436808911617415,-0.03477993966140368,-0.03839515552656974,-0.02444798311165839,0.01001076906443333,0.006787285121716804,0.010600240915256277,-0.018453937654525625,-0.007556093319033144,-0.02583319260240246,0.008589299505082557,-0.005807808993771587,0.020285880172843433
het_black_male,-0.011222420022433772,0.009949781299438553,-0.026176715569562792,0.03478940976734482,-0.010154816278111056,1.7476294531602817e-4,0.0012452126969041656,0.0025428694295910165,-8.110701351727827e-4,-5.792408223694843e-4,-0.0031118486224207716,-0.0037268247996804227,2.870908026062131e-4,0.008684483781397934,0.008797596991025414,9.676143836869341e-4,-0.009638388168264924,-0.006765029930873691
het_black_male,0.029738736595381104,-0.026176715569562616,0.09496453113526664,-0.15706384940761933,0.07592719964938337,0.007860892179680109,0.005154611032121704,0.0015512850934471262,-3.270852466556685e-5,-0.023938059984572782,-0.017478563411203962,-0.0156179641336661,0.0641285718440481,0.04271460876497491,0.0411870054032389,-0.05189862061942681,-0.024777289637447658,-0.030602312258125666
het_black_male,-0.03479772219565657,0.03478940976734734,-0.15706384940763485,0.3039461918545386,-0.1916819776497338,-0.01617527484838489,-0.012505617447063404,-0.007667482482010404,3.240285220097466e-4,0.0627044199684784,0.05395290171950928,0.05144750959246733,-0.18070476976390762,-0.15168488481852527,-0.1496191122258375,0.16012961299221135,0.1232778216163687,0.13117772716411563
het_black_male,0.006031984648903316,-0.010154816278111234,0.07592719964939006,-0.19168197764972925,0.17340753747428164,0.009834122672278216,0.00868625684048644,0.0072371430541318515,-3.703374258613008e-4,-0.04842667065122698,-0.045690250268024805,-0.04493696297709621,0.1559824459569285,0.14690006346157036,0.14632038515604281,-0.16457177376707424,-0.15294325351634985,-0.1554979554572879
het_black_male,-0.03643680891161627,1.7476294531540909e-4,0.00786089217968311,-0.016175274848389196,0.00983412267227952,0.07437347010047018,0.03339739120305809,0.0334081255442297,6.949682916920093e-4,-0.020341060333306845,-0.008562750568999406,-0.00859355845909326,0.04279123071433536,0.017169420585766596,0.01726527606737321,-0.02604596981828578,-0.010203652946721098,-0.010276407662010599
het_black_male,-0.03477993966140133,0.0012452126969030182,0.0051546110321265964,-0.01250561744706654,0.008686256840489225,0.033397391203057625,0.08834678028166217,0.03358115805437249,-1.2516730133793527e-4,-0.00857912239791529,-0.018440851446209168,-0.008828446625072343,0.01717226757926362,0.04140131101371435,0.017793485737707993,-0.010149799299680842,-0.03626082489454771,-0.010623756609632946
het_black_male,-0.03839515552656888,0.0025428694295902823,0.0015512850934506174,-0.007667482482012478,0.007237143054132589,0.03340812554422862,0.033581158054371556,0.1307143582575041,2.9808528689554526e-4,-0.008639422461859897,-0.009145116892523411,-0.03282597752471171,0.017229193425609943,0.01890502579710801,0.06839155640876284,-0.010094775762267708,-0.012114768756442622,-0.047239650419432344
het_black_male,-0.0244479831116582,-8.110701351728613e-4,-3.270852466539628e-5,3.2402852200951967e-4,-3.7033742586145676e-4,6.949682916921907e-4,-1.251673013377966e-4,2.98085286895243e-4,0.006216322190582691,-1.5920492138944784e-4,0.0016162285768071358,8.962194510492644e-4,2.736385698770896e-4,-0.005668493194517333,-0.001150381203442925,-4.2062049527214366e-5,0.007650734435290041,3.4867847788134566e-5
het_black_male,0.010010769064430132,-5.79240822366934e-4,-0.023938059984583815,0.06270441996849192,-0.04842667065123275,-0.020341060333307643,-0.008579122397915903,-0.008639422461860882,-1.592049213894703e-4,0.06322222628251963,0.025699112911967338,0.025732541066277516,-0.15505279425233248,-0.06531589646190336,-0.06531573903476759,0.11196070724150091,0.04959390764824162,0.04942688759216927
het_black_male,0.006787285121711236,-0.0031118486224185667,-0.017478563411215765,0.05395290171951884,-0.045690250268028455,-0.008562750568997888,-0.018440851446209536,-0.009145116892525583,0.0016162285768072274,0.025699112911967227,0.06913600354309585,0.02627777695637516,-0.06513487496048072,-0.19178616653986263,-0.06660952258742568,0.04920263573252294,0.17620793020338035,0.05035410960065049
het_black_male,0.01060024091525627,-0.0037268247996811886,-0.015617964133670077,0.051447509592464184,-0.04493696297709815,-0.008593558459093157,-0.008828446625074484,-0.03282597752471273,8.962194510490688e-4,0.025732541066276718,0.026277776956374968,0.14174503938963545,-0.06516038924398837,-0.06694889730788092,-0.3666991130576812,0.049155733340758956,0.05120536961153628,0.2908121924162135
het_black_male,-0.0184539376545224,2.870908026026071e-4,0.06412857184406698,-0.18070476976392474,0.1559824459569341,0.042791230714333175,0.017172267579268034,0.01722919342561423,2.7363856987722374e-4,-0.15505279425233032,-0.06513487496048062,-0.0651603892439877,0.4302431210636744,0.18238130487286333,0.18227929160494935,-0.3670851445713967,-0.15716580680478393,-0.15670339679000567
het_black_male,-0.007556093319021632,0.008684483781396529,0.042714608764991745,-0.15168488481852663,0.14690006346156664,0.01716942058575997,0.041401311013713304,0.018905025797112656,-0.0056684931945175585,-0.0653158964618993,-0.19178616653986058,-0.06694889730787995,0.18238130487285265,0.6627413569760207,0.18652833757809095,-0.15651314672213704,-0.7535511264098026,-0.15974799307819845
