group,intercept,year,age,age1,age2,sqrtcd4n,sqrtcd41,sqrtcd42,h1yy_cat_1,h1yy_cat_2
het_black_female,216.787418028561,-0.109699480493815,0.0019920041752186,0.0134284281988895,0.0539350387947507,-0.057736224902089,-0.0538885008819174,0.478654861403014,-0.208872734487693,0.0591143939636406
het_black_male,-28.2817004730965,0.0118415735536331,0.003457932707125,0.0311878545741119,-0.0159392295079179,0.0271074325704203,-0.272201780662974,1.0392496984656,-0.155136177326515,-1.04448553023181
het_hisp_female,136.616954055971,-0.0724224068893291,0.140263560113918,-0.249931751509928,0.779146031701298,-0.0839235072030056,0.0417942010504882,0.119263454904571,0.532043252418528,-0.0558347630761322
het_hisp_male,113.336903791108,-0.0588110094934553,0.016205103487633,0.0438070468444366,-0.0513374115173373,-0.037108799785792,0.0398426376278596,-0.264863695452545,-0.239929025309488,0.130155043006208
het_white_female,136.616954055971,-0.0724224068893291,0.140263560113918,-0.249931751509928,0.779146031701298,-0.0839235072030056,0.0417942010504882,0.119263454904571,0.532043252418528,-0.0558347630761322
het_white_male,113.336903791108,-0.0588110094934553,0.016205103487633,0.0438070468444366,-0.0513374115173373,-0.037108799785792,0.0398426376278596,-0.264863695452545,-0.239929025309488,0.130155043006208
idu_black_female,13.4046944061163,-0.0118244022384309,0.113508817383371,-0.162167080330669,1.06628422034792,0.215091677107249,-0.532088034743194,2.86703950041367,-0.0405383749257922,-0.673618076431566
idu_black_male,232.97966836409,-0.118274886210387,0.0271801481212989,0.11581819674849,-0.638495509349956,-0.0280137061427759,-0.0127269520179195,0.154167925253331,-0.120053882422518,-0.541365783009996
idu_hisp_female,-170.584050500472,0.0844420036804282,-0.0783041499430595,0.23095113679686,-0.973764955047155,0.0432782243967418,-0.289875683155696,1.66178500909675,0.0342212930039103,-0.38387461206273
idu_hisp_male,167.453460406079,-0.085367672635224,-0.0007856163525405,0.113456921703841,-0.608967441863062,0.0030600918636982,-0.0217253376287313,0.0930202398038317,-0.301616275418369,0.211113556894815
idu_white_female,-170.584050500472,0.0844420036804282,-0.0783041499430595,0.23095113679686,-0.973764955047155,0.0432782243967418,-0.289875683155696,1.66178500909675,0.0342212930039103,-0.38387461206273
idu_white_male,102.611139518084,-0.0531157848424308,0.0023960834659151,0.152505549610505,-0.926126882632259,0.0125246431041613,-0.158973250043828,0.968157585882642,-0.355137682916326,-0.0744128249942698
msm_black_male,74.2434397863668,-0.0397409373754578,0.046995925028399,-0.0690410387641146,0.195950719858762,-0.0263720489091514,-0.0830067525182359,0.57402551873316,-0.590148001366893,-0.735303463756334
msm_hisp_male,78.0070816633724,-0.0418262995227227,0.0035624678515672,0.176894535090425,-0.615939107679431,0.0087370488681784,-0.151368690255066,0.79372858084591,0.113118837984702,-0.877534524349798
msm_white_male,121.843696043302,-0.0633054558315892,0.0209149672954308,0.0623424053958866,-0.379873002206852,-0.000868473952207,-0.199200627320631,1.21991558270115,-0.029756582787152,-0.176859612949525

5cd9001de530247b6d7db1d247575f56a9c9e13f
